,video_id,video_title,upload_date,view_count,like_count,comment_count
253,0aVNmkNrLQE,"Диктатура, оппозиция, пандемия. Беседа с Дмитрием Гудковым",2021-06-23,111040,11075,597
254,Nn12H5ooz_Q,Бунт. Беседа с Вячеславом Мальцевым,2021-06-21,142709,12660,918
255,LpXy5S9WQtY,Враг альянса. Беседа с Юрием Фёдоровым,2021-06-15,121832,13455,330
256,6QyA_6dLXmE,Вассал. Беседа с оппозиционным политиком Вячеславом Мальцевым,2021-06-09,127239,9256,576
257,uDLtzeEB1Bk,Сиамские близнецы. Беседа с  Аркадий Бабченко,2021-06-08,123700,15867,654
258,T_t7lDKDC18,Новые запреты Кремля для соцсетей. Беседа с Михаилом Климарёвым,2021-06-04,96269,10633,445
259,ScZUrLr9BZE,Китайский след. Беседа с д-р мед. наук Михаилом Фаворовым,2021-06-01,152632,14820,772
260,PX7A0qSF8js,Новый ГУЛАГ. Беседа с политическим обозревателем Александром Подрабинеком,2021-05-26,95107,10438,448
261,9bVBG0zm2Rc,Гостеррор. Беседа с   Валерий Соловей,2021-05-24,214141,20945,1143
262,a_5HtIaE9lA,Активные мероприятия. Беседа с Сергеем Жирновым,2021-05-14,1152274,45629,2296
263,uFF9YTkmOfk,Экстремисты. Беседа с правозащитником Владимиром Осечкиным,2021-04-29,114835,12742,605
264,MvyNue5-kjg,Покушение на тирана. Стрим Марка Фейгина,2021-04-28,163285,18284,509
265,yjZ5NhToIDM,Долгие проводы. Беседа с Ольгой Карач,2021-04-23,138981,16084,982
266,yaPcI5QBCpY,Между войной и санкциями. Беседа с Геннадием Гудковым,2021-04-18,186497,22570,972
267,K2mC3zw9J4I,Безвозвратные потери. Беседа с журналистом Аркадий Бабченко,2021-04-15,166864,20250,975
268,Jovtd7EVypU,Голодовка на фоне войны. Беседа с  Игорь Яковенко,2021-04-08,137520,17123,638
269,ZQDLWqrPG0k,Военная пропаганда. Беседа с Виталием Портниковым,2021-04-05,135732,15365,1388
270,h0EAJ9UdHSg,Маленькая победоносная. Беседа с  Роман Цимбалюк,2021-04-02,179667,21272,806
271,gmfBuDxKNmw,Полмиллиона. Беседа с политологом Фёдором Крашенинниковым,2021-03-30,159160,17478,844
272,fzHTeloSLzc,Вся Россия. Беседа с Ильёй Шумановым,2021-03-23,141128,13256,297
273,9wBwhKf__6o,Заочные дебаты.  Беседа с политиком Геннадием Гудковым,2021-03-20,214466,21671,1070
274,5yOsIdGtY4w,Почему НЭП? Беседа с историком Александром Шубиным,2021-03-12,73677,7709,343
275,sQNp6rYvwYo,Украина минус Медведчук. Беседа с депутатом Верховной Рады Украины  Алексей Гончаренко,2021-03-09,98790,11787,573
276,AAkZDEDQqa0,Подстава. Беседа с политическим обозревателем Александром Подрабинеком,2021-02-28,132857,13089,459
277,2mk8O1USsAY,Чучело. Беседа с украинским журналистом Андреем Дзиндзей,2021-02-21,110662,11463,528
278,EKRNoov0Oq8,Спасти Алексея Навального. Беседа с политологом Фёдором Крашенинниковым,2021-02-13,170537,21655,1353
279,kqXI3i6XQzY,Открытые данные. Беседа с журналистом-расследователем BELLINGCAT Христо Грозевым,2021-02-09,115822,17717,414
280,hUG__8d6jwg,Внутренняя оккупация. Беседа с лидером движения &quot;Перемен&quot;  Валерий Соловей,2021-02-07,283933,28172,1322
281,3WBZylpv1WQ,Ожидание. Беседа с оппозиционным политиком Геннадием Гудковым,2021-02-05,194640,22802,1020
282,UAr0WEV9Thg,Рука Москвы. Беседа с экс-сотрудником резидентуры в США Юрием Швецом,2021-01-09,277490,26683,1629
283,ClLEdUS_oBE,Цена пандемии. Беседа с доктором медицинских наук Михаилом Фаворовым,2021-01-05,152858,14076,976
284,5BfUktPRqzU,Год Быка. Предновогодний стрим с лидером движения &quot;Перемен&quot;  Валерий Соловей,2020-12-31,241956,22162,988
285,nCZmuEAd0Fg,Оруэлл. Беседа с лидером движения &quot;Гражданское общество&quot; Михаилом Световым  SVTV,2020-11-27,68789,8025,593
286,7LDKI3aXug0,Опухоль. Стрим Марка Фейгина,2020-11-06,121806,14024,600
287,9bzCkaEbt4o,Однажды в Петербурге. Беседа с писателем и психоаналитиком Дмитрием Запольским,2020-10-30,154783,12797,683
288,5zvvuj8InZ4,&quot;Дадинская&quot; статья. Беседа с муниципальным депутатом Тимирязевского района Юлией Галяминой,2020-10-21,23204,2969,167
289,O_EtVvsXU0k,Расклад сил. Беседа с лидером кыргызской партии &quot;Реформа&quot; Кларой Сооронкуловой,2020-10-17,33293,3276,215
290,siT2Hu3iX3s,Театр двух империй. Беседа с Андреем Пионтковским,2020-10-11,179820,17941,516
291,AhMtx6bu2ow,Месть Путина. Стрим Марка Фейгина,2020-10-01,176727,15849,629
292,gYW09AyiVPM,Путин нихт ферштейн. Беседа с Андреем Пионтковским,2020-09-26,256064,24941,857
293,vsM9poC_dCk,Расшифрованный самописец. Беседа с авиаэкспертом Вадимом Лукашевичем,2020-09-13,175941,15465,459
294,nfmgBGniPhA,Крах неосоветской модели Лукашенко. Беседа с белорусским политиком Ярославом Романчуком,2020-09-01,123570,10138,470
295,55MmdKn1Gh4,Убийцы. Беседа с журналистом и социологом Игорем Яковенко,2020-08-25,126597,14034,581
296,5UWx4GjCs1c,Протестное комбо. Беседа с политологом Фёдором Крашенинниковым,2020-08-13,62359,5971,230
297,Mfd8ov8GQco,После Трампа. Беседа с Александром Гольдфарбом,2020-08-07,59863,6275,317
298,ZzZgg9Snuu4,Выдаст ли Лукашенко вагнеровцев Украине? Беседа с корреспондентом агентства УНИАН  Роман Цимбалюк,2020-08-05,78528,8559,294
299,VqV79rvrZFY,"Украинский консенсус американской элиты. Беседа с П.Климкиным, А.Пионтковским и В.Соловьём",2020-06-17,108489,11129,476
300,vrxRyi8uxpY,Годовщина депортации и новые репрессии. Беседа с крымскотатарским активистом Заиром Смедля,2020-05-17,24519,3085,178
301,PrTWWzAqTzY,Нанятая совесть. Беседа с журналистом Аркадием Бабченко,2020-04-21,97939,9627,564
302,Ci3NGihuxsI,Зеленский. Президент эпохи коронавируса. Беседа с журналистом Виталием Портниковым (Киев),2020-04-04,117681,10093,657
303,T22iVSVBQsw,Тирания под видом карантина. Беседа с журналистом и социологом Игорем Яковенко,2020-03-31,193382,10502,677
304,DPVHtuxvIFM,Между экспансией и самоизоляцией. Беседа с политологом Валерием Соловьём.,2020-03-28,138749,11303,576
305,QyM2WqcyZNs,Борис Немцов: символ и жертва. Беседа с философом Александром Морозовым,2020-02-28,16651,1417,54
306,xr0RwxyvrVQ,Сурков и &quot;украинский вопрос&quot;. Беседа с журналистом Романом Цымбалюком,2020-02-26,51419,4880,167
307,V3FEL6QmNeM,Подальше от Путина. Беседа с Аркадием Бабченко,2020-01-28,89196,7666,503
308,X5xVR_U9K8A,Путин и Питер. Беседа с Дмитрием Запольским,2019-11-26,228399,10796,604
309,fzkMnFdCoiQ,Русская эмиграция и русская культура,2019-10-29,9123,875,80
310,YB70LssUsrc,Новая оппозиция в Мосгордуме,2019-10-28,3962,352,5
